,GEO_ID,NAME,total_population,tract,N_corrected,CARES_exclusion,County,CARES_exclusion_c
49,1400000US36061005000,"Census Tract 50, New York County, New York",5202,36061005000,5162.026200710001,0.00768431358900401, New York County,0.00768431358900401
50,1400000US36061005200,"Census Tract 52, New York County, New York",3448,36061005200,3188.48843173,0.07526437594837598, New York County,0.07526437594837598
51,1400000US36061005400,"Census Tract 54, New York County, New York",4635,36061005400,4668.4817083200005,-0.007223669540453281, New York County,0.0
52,1400000US36061005501,"Census Tract 55.01, New York County, New York",4597,36061005501,2278.47429264,0.5043562556797911, New York County,0.5043562556797911
53,1400000US36061005502,"Census Tract 55.02, New York County, New York",2059,36061005502,1783.73829566,0.133687083215153, New York County,0.133687083215153
54,1400000US36061005600,"Census Tract 56, New York County, New York",3783,36061005600,4120.8993486,-0.0893204727993655, New York County,0.0
55,1400000US36061005700,"Census Tract 57, New York County, New York",2769,36061005700,2364.862814,0.14595059082701334, New York County,0.14595059082701334
56,1400000US36061005800,"Census Tract 58, New York County, New York",3521,36061005800,4557.946384010001,-0.29450337518034675, New York County,0.0
57,1400000US36061005900,"Census Tract 59, New York County, New York",5475,36061005900,3295.3034928199995,0.39811808350319644, New York County,0.39811808350319644
58,1400000US36061006000,"Census Tract 60, New York County, New York",5348,36061006000,2654.34029902,0.5036760847008227, New York County,0.5036760847008227
59,1400000US36061006100,"Census Tract 61, New York County, New York",4962,36061006100,3573.3333328,0.2798602715034261, New York County,0.2798602715034261
60,1400000US36061006200,"Census Tract 62, New York County, New York",4219,36061006200,1693.49165338,0.5986035426925812, New York County,0.5986035426925812
61,1400000US36061006300,"Census Tract 63, New York County, New York",6492,36061006300,4586.2028743,0.29356086347812693, New York County,0.29356086347812693
62,1400000US36061006400,"Census Tract 64, New York County, New York",7800,36061006400,5721.75849258,0.26644121889999994, New York County,0.26644121889999994
63,1400000US36061006500,"Census Tract 65, New York County, New York",6423,36061006500,3814.94662992,0.4060491001214386, New York County,0.4060491001214386
64,1400000US36061006600,"Census Tract 66, New York County, New York",10619,36061006600,7057.90154423,0.3353515826132405, New York County,0.3353515826132405
65,1400000US36061006700,"Census Tract 67, New York County, New York",5262,36061006700,4770.31928712,0.09343989222348914, New York County,0.09343989222348914
66,1400000US36061006800,"Census Tract 68, New York County, New York",7677,36061006800,5966.103794680001,0.22285999808779466, New York County,0.22285999808779466
67,1400000US36061006900,"Census Tract 69, New York County, New York",2523,36061006900,1798.1602179299998,0.2872928188941737, New York County,0.2872928188941737
68,1400000US36061007000,"Census Tract 70, New York County, New York",8232,36061007000,6075.37989765,0.2619800901785714, New York County,0.2619800901785714
69,1400000US36061007100,"Census Tract 71, New York County, New York",5624,36061007100,4754.378252279999,0.1546269110455193, New York County,0.1546269110455193
70,1400000US36061007200,"Census Tract 72, New York County, New York",7463,36061007200,6571.71007965,0.11942783335789897, New York County,0.11942783335789897
71,1400000US36061007300,"Census Tract 73, New York County, New York",5887,36061007300,4600.09345089,0.2186014182282996, New York County,0.2186014182282996
72,1400000US36061007400,"Census Tract 74, New York County, New York",4175,36061007400,5441.90586795,-0.3034505072934133, New York County,0.0
73,1400000US36061007500,"Census Tract 75, New York County, New York",3689,36061007500,3012.11816544,0.18348653688262395, New York County,0.18348653688262395
74,1400000US36061007600,"Census Tract 76, New York County, New York",1991,36061007600,4116.4564646399995,-1.0675321268910092, New York County,0.0
75,1400000US36061007700,"Census Tract 77, New York County, New York",6117,36061007700,4401.51653814,0.2804452283570378, New York County,0.2804452283570378
76,1400000US36061007800,"Census Tract 78, New York County, New York",8965,36061007800,6352.46651835,0.2914147776519799, New York County,0.2914147776519799
77,1400000US36061007900,"Census Tract 79, New York County, New York",4379,36061007900,3382.9387756799997,0.22746317065996813, New York County,0.22746317065996813
78,1400000US36061008000,"Census Tract 80, New York County, New York",5013,36061008000,4772.99640765,0.04787624024536208, New York County,0.04787624024536208
79,1400000US36061008100,"Census Tract 81, New York County, New York",7762,36061008100,5797.39076616,0.2531060595001289, New York County,0.2531060595001289
80,1400000US36061008200,"Census Tract 82, New York County, New York",3264,36061008200,4701.666931379999,-0.44046168240808803, New York County,0.0
81,1400000US36061008300,"Census Tract 83, New York County, New York",3844,36061008300,3541.87558757,0.07859636119406876, New York County,0.07859636119406876
82,1400000US36061008400,"Census Tract 84, New York County, New York",1956,36061008400,1897.9798381599999,0.029662659427402982, New York County,0.029662659427402982
83,1400000US36061008601,"Census Tract 86.01, New York County, New York",3022,36061008601,2040.0526255500001,0.324932949851092, New York County,0.324932949851092
84,1400000US36061008602,"Census Tract 86.02, New York County, New York",0,36061008602,671.9599147800001,-inf, New York County,0.0
85,1400000US36061008603,"Census Tract 86.03, New York County, New York",4313,36061008603,2846.4469464,0.34003084943194994, New York County,0.34003084943194994
86,1400000US36061008700,"Census Tract 87, New York County, New York",7186,36061008700,4791.3297159,0.33324106374895623, New York County,0.33324106374895623
87,1400000US36061008800,"Census Tract 88, New York County, New York",7285,36061008800,6293.843309880001,0.13605445300205898, New York County,0.13605445300205898
88,1400000US36061008900,"Census Tract 89, New York County, New York",5383,36061008900,3585.84496372,0.33385752113691247, New York County,0.33385752113691247
89,1400000US36061009000,"Census Tract 90, New York County, New York",7500,36061009000,6110.5627152,0.18525830464000004, New York County,0.18525830464000004
90,1400000US36061009100,"Census Tract 91, New York County, New York",6247,36061009100,5196.42435158,0.1681728267040179, New York County,0.1681728267040179
91,1400000US36061009200,"Census Tract 92, New York County, New York",1602,36061009200,2088.1251786000003,-0.30344892546816493, New York County,0.0
92,1400000US36061009300,"Census Tract 93, New York County, New York",9260,36061009300,6034.09138902,0.34837026036501084, New York County,0.34837026036501084
93,1400000US36061009400,"Census Tract 94, New York County, New York",54,36061009400,1813.90337448,-32.59080323111111, New York County,0.0
94,1400000US36061009500,"Census Tract 95, New York County, New York",3168,36061009500,3262.3334233600003,-0.029776964444444554, New York County,0.0
95,1400000US36061009600,"Census Tract 96, New York County, New York",141,36061009600,4555.559042579999,-31.308929379999995, New York County,0.0
96,1400000US36061009700,"Census Tract 97, New York County, New York",4965,36061009700,2058.92264832,0.5853126589486405, New York County,0.5853126589486405
97,1400000US36061009800,"Census Tract 98, New York County, New York",7200,36061009800,6241.77468495,0.13308684931250003, New York County,0.13308684931250003
98,1400000US36061009900,"Census Tract 99, New York County, New York",5759,36061009900,5163.56611856,0.10339188773050878, New York County,0.10339188773050878
99,1400000US36061010000,"Census Tract 100, New York County, New York",1768,36061010000,2491.94410308,-0.40947064653846144, New York County,0.0
100,1400000US36061010100,"Census Tract 101, New York County, New York",1273,36061010100,1751.2994611200002,-0.3757262066928517, New York County,0.0
101,1400000US36061010200,"Census Tract 102, New York County, New York",100,36061010200,1962.3597046499997,-18.623597046499995, New York County,0.0
102,1400000US36061010300,"Census Tract 103, New York County, New York",1990,36061010300,1875.5986739199998,0.057488103557789105, New York County,0.057488103557789105
103,1400000US36061010400,"Census Tract 104, New York County, New York",919,36061010400,1519.51434069,-0.6534432434058759, New York County,0.0
104,1400000US36061010601,"Census Tract 106.01, New York County, New York",7144,36061010601,4772.68329375,0.33193122987821944, New York County,0.33193122987821944
105,1400000US36061010602,"Census Tract 106.02, New York County, New York",4562,36061010602,2922.8613881399997,0.3593026330249891, New York County,0.3593026330249891
106,1400000US36061010800,"Census Tract 108, New York County, New York",9192,36061010800,6794.46817155,0.2608280927382507, New York County,0.2608280927382507
107,1400000US36061010900,"Census Tract 109, New York County, New York",182,36061010900,2336.99489516,-11.840631292087911, New York County,0.0
108,1400000US36061011000,"Census Tract 110, New York County, New York",6909,36061011000,5882.5917821,0.14856103892024886, New York County,0.14856103892024886
109,1400000US36061011100,"Census Tract 111, New York County, New York",4838,36061011100,2566.67932856,0.46947512844977257, New York County,0.46947512844977257
110,1400000US36061011201,"Census Tract 112.01, New York County, New York",824,36061011201,1350.07209315,-0.63843700625, New York County,0.0
111,1400000US36061011202,"Census Tract 112.02, New York County, New York",363,36061011202,1242.5030339999998,-2.422873371900826, New York County,0.0
112,1400000US36061011203,"Census Tract 112.03, New York County, New York",1154,36061011203,1805.2248069,-0.564319590034662, New York County,0.0
113,1400000US36061011300,"Census Tract 113, New York County, New York",110,36061011300,2547.0393575400003,-22.15490325036364, New York County,0.0
114,1400000US36061011401,"Census Tract 114.01, New York County, New York",1137,36061011401,2065.41889735,-0.8165513609058928, New York County,0.0
115,1400000US36061011402,"Census Tract 114.02, New York County, New York",1795,36061011402,2543.00269783,-0.4167145948913651, New York County,0.0
116,1400000US36061011500,"Census Tract 115, New York County, New York",3779,36061011500,2356.2579822,0.37648637676634034, New York County,0.37648637676634034
117,1400000US36061011600,"Census Tract 116, New York County, New York",3331,36061011600,2619.6026157499996,0.21356871337436223, New York County,0.21356871337436223
118,1400000US36061011700,"Census Tract 117, New York County, New York",4242,36061011700,4004.9367849600008,0.0558847748797735, New York County,0.0558847748797735
119,1400000US36061011800,"Census Tract 118, New York County, New York",8767,36061011800,6316.9117317499995,0.2794671231036844, New York County,0.2794671231036844
120,1400000US36061011900,"Census Tract 119, New York County, New York",1097,36061011900,1399.53674574,-0.275785547620784, New York County,0.0
121,1400000US36061012000,"Census Tract 120, New York County, New York",3056,36061012000,2642.03957601,0.13545825392342936, New York County,0.13545825392342936
122,1400000US36061012100,"Census Tract 121, New York County, New York",7920,36061012100,5289.53499606,0.332129419689394, New York County,0.332129419689394
123,1400000US36061012200,"Census Tract 122, New York County, New York",2553,36061012200,3229.88177062,-0.26513191171954564, New York County,0.0
124,1400000US36061012400,"Census Tract 124, New York County, New York",10052,36061012400,7860.783424040001,0.21798811937524865, New York County,0.21798811937524865
125,1400000US36061012500,"Census Tract 125, New York County, New York",2407,36061012500,2461.60805205,-0.022687184067303745, New York County,0.0
126,1400000US36061012600,"Census Tract 126, New York County, New York",13330,36061012600,11391.99472945,0.14538674197674417, New York County,0.14538674197674417
127,1400000US36061012700,"Census Tract 127, New York County, New York",6539,36061012700,4581.4406808,0.2993667715552837, New York County,0.2993667715552837
128,1400000US36061012800,"Census Tract 128, New York County, New York",5683,36061012800,4392.08821769,0.22715322581559028, New York County,0.22715322581559028
129,1400000US36061012900,"Census Tract 129, New York County, New York",7122,36061012900,5950.59040968,0.16447761728727883, New York County,0.16447761728727883
130,1400000US36061013000,"Census Tract 130, New York County, New York",3466,36061013000,3056.41540315,0.11817212834679736, New York County,0.11817212834679736
131,1400000US36061013100,"Census Tract 131, New York County, New York",2696,36061013100,3163.83291708,-0.173528530074184, New York County,0.0
132,1400000US36061013200,"Census Tract 132, New York County, New York",10850,36061013200,9709.43150929,0.10512151988110607, New York County,0.10512151988110607
133,1400000US36061013300,"Census Tract 133, New York County, New York",5679,36061013300,5071.4246646,0.10698632424722665, New York County,0.10698632424722665
134,1400000US36061013400,"Census Tract 134, New York County, New York",12076,36061013400,9111.57770013,0.24548048193689964, New York County,0.24548048193689964
135,1400000US36061013500,"Census Tract 135, New York County, New York",8254,36061013500,5445.501266720002,0.34025911476617376, New York County,0.34025911476617376
136,1400000US36061013600,"Census Tract 136, New York County, New York",15959,36061013600,12779.37576776,0.1992370594799172, New York County,0.1992370594799172
137,1400000US36061013700,"Census Tract 137, New York County, New York",6419,36061013700,7111.10850951,-0.10782185846860881, New York County,0.0
138,1400000US36061013800,"Census Tract 138, New York County, New York",12201,36061013800,11007.51088724,0.09781895850831901, New York County,0.09781895850831901
139,1400000US36061013900,"Census Tract 139, New York County, New York",10465,36061013900,7902.749961029999,0.24483994638987105, New York County,0.24483994638987105
140,1400000US36061014000,"Census Tract 140, New York County, New York",7529,36061014000,5723.23623628,0.2398411161801035, New York County,0.2398411161801035
141,1400000US36061014200,"Census Tract 142, New York County, New York",4493,36061014200,3251.9304517600003,0.27622291302915636, New York County,0.27622291302915636
142,1400000US36061014300,"Census Tract 143, New York County, New York",3,36061014300,20.773381880000002,-5.924460626666668, New York County,0.0
143,1400000US36061014401,"Census Tract 144.01, New York County, New York",5018,36061014401,4170.345814199999,0.16892271538461556, New York County,0.16892271538461556
144,1400000US36061014402,"Census Tract 144.02, New York County, New York",6943,36061014402,5895.379326,0.150888761918479, New York County,0.150888761918479
145,1400000US36061014500,"Census Tract 145, New York County, New York",5960,36061014500,4557.30878254,0.23535087541275168, New York County,0.23535087541275168
146,1400000US36061014601,"Census Tract 146.01, New York County, New York",4268,36061014601,5694.809891,-0.3343040981724461, New York County,0.0
147,1400000US36061014602,"Census Tract 146.02, New York County, New York",7560,36061014602,8142.576896640001,-0.07706043606349211, New York County,0.0
148,1400000US36061014700,"Census Tract 147, New York County, New York",3350,36061014700,1660.2148040299999,0.5044134913343283, New York County,0.5044134913343283
149,1400000US36061014801,"Census Tract 148.01, New York County, New York",3135,36061014801,2108.8815096,0.32731052325358856, New York County,0.32731052325358856
150,1400000US36061014802,"Census Tract 148.02, New York County, New York",6786,36061014802,5954.11262004,0.12258876804597696, New York County,0.12258876804597696
151,1400000US36061014900,"Census Tract 149, New York County, New York",4973,36061014900,6342.6656992200005,-0.2754204100583151, New York County,0.0
152,1400000US36061015001,"Census Tract 150.01, New York County, New York",2126,36061015001,1132.086469,0.46750401269990594, New York County,0.46750401269990594
153,1400000US36061015002,"Census Tract 150.02, New York County, New York",4999,36061015002,1998.7529234,0.6001694492098419, New York County,0.6001694492098419
154,1400000US36061015100,"Census Tract 151, New York County, New York",9253,36061015100,7294.46194261,0.21166519587052846, New York County,0.21166519587052846
155,1400000US36061015200,"Census Tract 152, New York County, New York",7414,36061015200,5791.03454496,0.2189055105260318, New York County,0.2189055105260318
156,1400000US36061015300,"Census Tract 153, New York County, New York",10061,36061015300,9375.89620052,0.06809500044528383, New York County,0.06809500044528383
157,1400000US36061015400,"Census Tract 154, New York County, New York",13554,36061015400,14762.630761600001,-0.08917151848900695, New York County,0.0
158,1400000US36061015500,"Census Tract 155, New York County, New York",9991,36061015500,7792.623151079999,0.2200357170373337, New York County,0.2200357170373337
159,1400000US36061015601,"Census Tract 156.01, New York County, New York",5324,36061015601,4994.94187136,0.06180656060105183, New York County,0.06180656060105183
160,1400000US36061015602,"Census Tract 156.02, New York County, New York",2458,36061015602,1593.83830128,0.3515710735231896, New York County,0.3515710735231896
161,1400000US36061015700,"Census Tract 157, New York County, New York",9755,36061015700,7922.55694987,0.1878465453746797, New York County,0.1878465453746797
162,1400000US36061015801,"Census Tract 158.01, New York County, New York",5136,36061015801,3527.1857366399995,0.3132426525233646, New York County,0.3132426525233646
163,1400000US36061015802,"Census Tract 158.02, New York County, New York",4519,36061015802,3279.7223323,0.2742371470900642, New York County,0.2742371470900642
164,1400000US36061015900,"Census Tract 159, New York County, New York",9342,36061015900,7624.526766229999,0.18384427678976667, New York County,0.18384427678976667
165,1400000US36061016001,"Census Tract 160.01, New York County, New York",3755,36061016001,2148.30747056,0.42788083340612515, New York County,0.42788083340612515
166,1400000US36061016002,"Census Tract 160.02, New York County, New York",3574,36061016002,1680.77513456,0.5297215627979854, New York County,0.5297215627979854
167,1400000US36061016100,"Census Tract 161, New York County, New York",6204,36061016100,5414.080124120001,0.12732428689232744, New York County,0.12732428689232744
168,1400000US36061016200,"Census Tract 162, New York County, New York",9906,36061016200,6097.553663039999,0.38445854400969115, New York County,0.38445854400969115
169,1400000US36061016300,"Census Tract 163, New York County, New York",6822,36061016300,5391.1392132500005,0.20974212646584578, New York County,0.20974212646584578
170,1400000US36061016400,"Census Tract 164, New York County, New York",7286,36061016400,5128.36666398,0.29613413889925877, New York County,0.29613413889925877
171,1400000US36061016500,"Census Tract 165, New York County, New York",6323,36061016500,5012.069665999999,0.2073272709157047, New York County,0.2073272709157047
172,1400000US36061016600,"Census Tract 166, New York County, New York",6747,36061016600,5798.770523280001,0.14054090361938631, New York County,0.14054090361938631
173,1400000US36061016700,"Census Tract 167, New York County, New York",6303,36061016700,5276.5519175,0.16285071910201487, New York County,0.16285071910201487
174,1400000US36061016800,"Census Tract 168, New York County, New York",4941,36061016800,3164.72248512,0.3594975743533698, New York County,0.3594975743533698
175,1400000US36061016900,"Census Tract 169, New York County, New York",8418,36061016900,8819.566678,-0.04770333547160832, New York County,0.0
176,1400000US36061017000,"Census Tract 170, New York County, New York",7677,36061017000,6219.44524152,0.18985993988276662, New York County,0.18985993988276662
177,1400000US36061017100,"Census Tract 171, New York County, New York",8974,36061017100,6559.6836404999995,0.26903458429908633, New York County,0.26903458429908633
178,1400000US36061017200,"Census Tract 172, New York County, New York",5783,36061017200,7258.496976360001,-0.25514386587584315, New York County,0.0
179,1400000US36061017300,"Census Tract 173, New York County, New York",8974,36061017300,7231.3638085,0.19418722882772455, New York County,0.19418722882772455
180,1400000US36061017401,"Census Tract 174.01, New York County, New York",4566,36061017401,3903.5045989800005,0.14509316710906695, New York County,0.14509316710906695
181,1400000US36061017402,"Census Tract 174.02, New York County, New York",2412,36061017402,2387.29185954,0.01024383932835815, New York County,0.01024383932835815
182,1400000US36061017500,"Census Tract 175, New York County, New York",10756,36061017500,7431.689464000001,0.3090656876162141, New York County,0.3090656876162141
183,1400000US36061017700,"Census Tract 177, New York County, New York",9421,36061017700,7002.29029576,0.2567359838913067, New York County,0.2567359838913067
184,1400000US36061017800,"Census Tract 178, New York County, New York",3684,36061017800,3322.5339099599996,0.0981178311726385, New York County,0.0981178311726385
185,1400000US36061017900,"Census Tract 179, New York County, New York",8915,36061017900,6591.916558159999,0.2605814292585531, New York County,0.2605814292585531
186,1400000US36061018000,"Census Tract 180, New York County, New York",8212,36061018000,5818.09483836,0.29151304939600586, New York County,0.29151304939600586
187,1400000US36061018100,"Census Tract 181, New York County, New York",9554,36061018100,8424.371340880001,0.11823620045216654, New York County,0.11823620045216654
188,1400000US36061018200,"Census Tract 182, New York County, New York",8326,36061018200,4590.7870104,0.44862034465529665, New York County,0.44862034465529665
189,1400000US36061018300,"Census Tract 183, New York County, New York",7270,36061018300,6168.776838839999,0.15147498777991764, New York County,0.15147498777991764
190,1400000US36061018400,"Census Tract 184, New York County, New York",7258,36061018400,4803.112231380001,0.33823198796087073, New York County,0.33823198796087073
191,1400000US36061018500,"Census Tract 185, New York County, New York",4695,36061018500,4411.73373256,0.06033360328860482, New York County,0.06033360328860482
192,1400000US36061018600,"Census Tract 186, New York County, New York",7380,36061018600,3084.8200721,0.5820027002574526, New York County,0.5820027002574526
193,1400000US36061018700,"Census Tract 187, New York County, New York",8534,36061018700,5885.7118408,0.3103220247480666, New York County,0.3103220247480666
194,1400000US36061018800,"Census Tract 188, New York County, New York",5804,36061018800,4628.46260178,0.2025391795692626, New York County,0.2025391795692626
195,1400000US36061018900,"Census Tract 189, New York County, New York",11800,36061018900,7633.829464799999,0.3530652995932204, New York County,0.3530652995932204
196,1400000US36061019000,"Census Tract 190, New York County, New York",3504,36061019000,3004.6517514499997,0.14250806180079922, New York County,0.14250806180079922
197,1400000US36061019100,"Census Tract 191, New York County, New York",9492,36061019100,9240.41462564,0.026504990977665455, New York County,0.026504990977665455
198,1400000US36061019200,"Census Tract 192, New York County, New York",4023,36061019200,1845.4807575,0.5412675223713647, New York County,0.5412675223713647
199,1400000US36061019300,"Census Tract 193, New York County, New York",9761,36061019300,6715.807178010001,0.31197549656695, New York County,0.31197549656695
200,1400000US36061019400,"Census Tract 194, New York County, New York",6517,36061019400,4169.5155333,0.36020937036980205, New York County,0.36020937036980205
201,1400000US36061019500,"Census Tract 195, New York County, New York",7133,36061019500,5607.74713884,0.21383048663395487, New York County,0.21383048663395487
202,1400000US36061019600,"Census Tract 196, New York County, New York",3895,36061019600,4906.1515455,-0.25960245070603327, New York County,0.0
203,1400000US36061019701,"Census Tract 197.01, New York County, New York",514,36061019701,1323.8913214800002,-1.575664049571985, New York County,0.0
204,1400000US36061019702,"Census Tract 197.02, New York County, New York",2602,36061019702,2153.82897205,0.17224097922751724, New York County,0.17224097922751724
205,1400000US36061019800,"Census Tract 198, New York County, New York",2852,36061019800,1866.2310665999998,0.3456412809957925, New York County,0.3456412809957925
206,1400000US36061019900,"Census Tract 199, New York County, New York",8724,36061019900,6768.08171954,0.22419971119440618, New York County,0.22419971119440618
207,1400000US36061020000,"Census Tract 200, New York County, New York",3656,36061020000,2863.6367298,0.21672955968271335, New York County,0.21672955968271335
208,1400000US36061020101,"Census Tract 201.01, New York County, New York",1803,36061020101,483.42775228,0.7318759000110926, New York County,0.7318759000110926
209,1400000US36061020102,"Census Tract 201.02, New York County, New York",4441,36061020102,3319.5735345900002,0.2525166551249718, New York County,0.2525166551249718
210,1400000US36061020300,"Census Tract 203, New York County, New York",3423,36061020300,1552.9289881,0.5463251568507157, New York County,0.5463251568507157
211,1400000US36061020500,"Census Tract 205, New York County, New York",4950,36061020500,1695.0770094,0.6575602001212122, New York County,0.6575602001212122
212,1400000US36061020600,"Census Tract 206, New York County, New York",3664,36061020600,3346.8697924200005,0.08655300425218326, New York County,0.08655300425218326
213,1400000US36061020701,"Census Tract 207.01, New York County, New York",3036,36061020701,2143.73103044,0.29389623503293816, New York County,0.29389623503293816
214,1400000US36061020800,"Census Tract 208, New York County, New York",5580,36061020800,4367.473121739999,0.21729872370250902, New York County,0.21729872370250902
215,1400000US36061020901,"Census Tract 209.01, New York County, New York",3510,36061020901,6991.37048544,-0.9918434431452992, New York County,0.0
216,1400000US36061021000,"Census Tract 210, New York County, New York",7581,36061021000,3626.8364545599998,0.521588648653212, New York County,0.521588648653212
217,1400000US36061021100,"Census Tract 211, New York County, New York",10240,36061021100,6879.01348758,0.3282213391035156, New York County,0.3282213391035156
