"GEO_ID","NAME","B25074_001E","B25074_001M","B25074_002E","B25074_002M","B25074_003E","B25074_003M","B25074_004E","B25074_004M","B25074_005E","B25074_005M","B25074_006E","B25074_006M","B25074_007E","B25074_007M","B25074_008E","B25074_008M","B25074_009E","B25074_009M","B25074_010E","B25074_010M","B25074_011E","B25074_011M","B25074_012E","B25074_012M","B25074_013E","B25074_013M","B25074_014E","B25074_014M","B25074_015E","B25074_015M","B25074_016E","B25074_016M","B25074_017E","B25074_017M","B25074_018E","B25074_018M","B25074_019E","B25074_019M","B25074_020E","B25074_020M","B25074_021E","B25074_021M","B25074_022E","B25074_022M","B25074_023E","B25074_023M","B25074_024E","B25074_024M","B25074_025E","B25074_025M","B25074_026E","B25074_026M","B25074_027E","B25074_027M","B25074_028E","B25074_028M","B25074_029E","B25074_029M","B25074_030E","B25074_030M","B25074_031E","B25074_031M","B25074_032E","B25074_032M","B25074_033E","B25074_033M","B25074_034E","B25074_034M","B25074_035E","B25074_035M","B25074_036E","B25074_036M","B25074_037E","B25074_037M","B25074_038E","B25074_038M","B25074_039E","B25074_039M","B25074_040E","B25074_040M","B25074_041E","B25074_041M","B25074_042E","B25074_042M","B25074_043E","B25074_043M","B25074_044E","B25074_044M","B25074_045E","B25074_045M","B25074_046E","B25074_046M","B25074_047E","B25074_047M","B25074_048E","B25074_048M","B25074_049E","B25074_049M","B25074_050E","B25074_050M","B25074_051E","B25074_051M","B25074_052E","B25074_052M","B25074_053E","B25074_053M","B25074_054E","B25074_054M","B25074_055E","B25074_055M","B25074_056E","B25074_056M","B25074_057E","B25074_057M","B25074_058E","B25074_058M","B25074_059E","B25074_059M","B25074_060E","B25074_060M","B25074_061E","B25074_061M","B25074_062E","B25074_062M","B25074_063E","B25074_063M","B25074_064E","B25074_064M"
"1400000US36005024800","Census Tract 248, Bronx County, New York","808","104","32","34","0","12","0","12","0","12","0","12","0","12","0","12","13","13","19","28","90","60","0","12","0","12","0","12","0","12","0","12","0","12","90","60","0","12","95","57","0","12","13","21","0","12","16","14","8","13","0","12","58","59","0","12","101","75","0","12","0","12","8","14","0","12","25","39","34","43","0","12","34","53","257","90","21","22","73","45","71","61","28","31","28","33","36","54","0","12","0","12","42","33","9","14","12","19","13","19","8","13","0","12","0","12","0","12","0","12","191","82","167","77","17","27","0","12","0","12","0","12","0","12","0","12","7","12"
"1400000US36005040800","Census Tract 408, Bronx County, New York","1351","95","259","104","0","12","0","12","41","49","0","12","0","12","19","31","184","93","15","25","356","112","0","12","0","12","21","32","9","16","0","12","47","40","279","107","0","12","179","83","0","12","20","23","0","12","8","13","0","12","27","41","124","69","0","12","116","69","8","13","0","12","0","12","41","42","0","12","35","43","32","36","0","12","312","89","0","12","60","58","135","69","93","65","24","29","0","12","0","12","0","12","82","61","14","22","31","36","15","23","0","12","0","12","0","12","0","12","22","35","47","40","47","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005048400","Census Tract 484, Bronx County, New York","535","100","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","68","57","0","12","0","12","0","12","0","12","0","12","9","15","59","56","0","12","39","40","0","12","0","12","0","12","0","12","0","12","0","12","39","40","0","12","81","70","0","12","0","12","0","12","35","43","0","12","26","44","20","31","0","12","176","88","23","39","59","54","43","47","21","32","30","35","0","12","0","12","0","12","58","45","22","35","23","24","13","19","0","12","0","12","0","12","0","12","0","12","113","62","88","58","13","19","12","17","0","12","0","12","0","12","0","12","0","12"
"1400000US36005024700","Census Tract 247, Bronx County, New York","731","36","94","47","0","12","0","12","0","12","14","22","26","28","0","12","17","25","37","35","68","42","0","12","0","12","15","20","9","13","0","12","0","12","44","37","0","12","100","53","15","15","16","26","0","12","0","12","6","11","19","29","44","34","0","12","167","67","4","12","0","12","9","10","26","31","76","54","31","28","21","25","0","12","163","70","0","12","34","30","47","40","65","57","0","12","0","12","0","12","17","24","109","52","48","38","46","30","15","18","0","12","0","12","0","12","0","12","0","12","30","22","24","21","6","8","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005026602","Census Tract 266.02, Bronx County, New York","1848","205","190","124","0","17","0","17","0","17","12","20","0","17","0","17","122","99","56","77","327","138","0","17","0","17","65","70","0","17","0","17","12","21","250","112","0","17","235","115","0","17","0","17","16","25","0","17","0","17","23","37","196","102","0","17","132","115","0","17","0","17","0","17","57","68","14","21","61","86","0","17","0","17","323","149","38","57","51","66","164","105","53","61","17","27","0","17","0","17","0","17","455","193","229","153","169","123","20","32","18","29","0","17","0","17","0","17","19","30","186","104","186","104","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"1400000US36005036400","Census Tract 364, Bronx County, New York","324","82","32","27","0","12","0","12","0","12","0","12","0","12","0","12","25","29","7","10","20","18","0","12","0","12","0","12","0","12","0","12","0","12","20","18","0","12","44","38","0","12","0","12","0","12","0","12","0","12","21","25","23","28","0","12","118","60","13","20","0","12","0","12","0","12","0","12","89","54","16","22","0","12","16","19","0","12","0","12","7","10","0","12","0","12","9","15","0","12","0","12","40","30","0","12","19","21","0","12","12","17","0","12","0","12","0","12","9","16","54","35","37","30","17","24","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005044902","Census Tract 449.02, Bronx County, New York","501","80","36","30","0","12","0","12","0","12","0","12","0","12","6","10","30","32","0","12","60","41","0","12","0","12","0","12","0","12","0","12","0","12","50","39","10","16","88","39","0","12","0","12","0","12","15","23","28","27","13","14","23","21","9","16","61","29","0","12","9","10","6","10","28","24","0","12","5","10","6","9","7","11","73","45","9","11","0","12","29","23","26","34","4","8","5","8","0","12","0","12","110","61","75","47","30","32","5","8","0","12","0","12","0","12","0","12","0","12","73","36","73","36","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005022300","Census Tract 223, Bronx County, New York","1845","64","276","97","0","17","0","17","0","17","0","17","0","17","33","36","162","71","81","68","435","128","21","23","19","22","33","40","29","25","30","26","30","37","273","117","0","17","437","139","30","42","0","17","9","13","12","21","0","17","55","58","324","131","7","21","206","93","0","17","12","18","69","63","29","34","0","17","26","24","38","40","32","51","323","124","96","72","123","82","58","47","0","17","37","43","9","17","0","17","0","17","114","63","60","53","35","34","19","23","0","17","0","17","0","17","0","17","0","17","54","44","35","29","0","17","19","29","0","17","0","17","0","17","0","17","0","17"
"1400000US36005025400","Census Tract 254, Bronx County, New York","404","62","42","25","0","12","0","12","0","12","0","12","0","12","0","12","30","26","12","19","77","39","0","12","6","8","0","12","7","10","0","12","0","12","64","37","0","12","37","25","0","12","0","12","0","12","4","8","0","12","5","7","23","19","5","7","53","32","0","12","0","12","8","14","6","9","10","11","14","12","15","21","0","12","85","44","0","12","31","34","16","14","6","9","21","26","11","13","0","12","0","12","41","30","10","10","15","14","0","12","16","25","0","12","0","12","0","12","0","12","69","34","39","22","30","28","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005029600","Census Tract 296, Bronx County, New York","577","67","67","44","0","12","0","12","0","12","0","12","0","12","0","12","53","40","14","18","27","24","0","12","0","12","0","12","0","12","0","12","0","12","27","24","0","12","52","27","0","12","0","12","0","12","0","12","7","11","22","17","23","22","0","12","110","50","0","12","0","12","21","20","37","37","21","15","21","33","10","13","0","12","144","61","5","8","31","30","38","28","55","39","10","13","0","12","5","8","0","12","84","54","43","41","35","35","0","12","6","11","0","12","0","12","0","12","0","12","93","38","76","34","7","11","10","16","0","12","0","12","0","12","0","12","0","12"
"1400000US36005037600","Census Tract 376, Bronx County, New York","528","83","68","41","0","12","0","12","0","12","0","12","0","12","0","12","48","35","20","22","56","40","0","12","0","12","0","12","0","12","0","12","0","12","56","40","0","12","121","61","0","12","0","12","0","12","7","12","0","12","23","25","65","50","26","16","27","24","0","12","0","12","6","10","13","20","0","12","0","12","0","12","8","11","176","63","13","17","70","43","50","36","37","43","0","12","0","12","0","12","6","11","43","29","17","18","20","22","6","8","0","12","0","12","0","12","0","12","0","12","37","28","37","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005002701","Census Tract 27.01, Bronx County, New York","1061","45","286","101","0","12","0","12","0","12","38","41","17","26","53","46","138","77","40","35","233","78","52","48","28","30","42","32","44","36","20","24","8","14","39","35","0","12","220","90","68","41","35","37","32","27","0","12","0","12","57","48","28","31","0","12","164","68","49","41","28","26","17","27","25","29","24","29","0","12","0","12","21","33","104","58","40","44","28","25","18","27","18","27","0","12","0","12","0","12","0","12","48","48","38","45","0","12","10","15","0","12","0","12","0","12","0","12","0","12","6","10","6","10","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005006500","Census Tract 65, Bronx County, New York","1903","73","484","142","17","24","7","11","0","17","30","28","25","30","16","24","321","115","68","65","368","136","52","49","0","17","150","87","0","17","17","26","33","34","116","71","0","17","438","146","37","41","18","22","73","65","37","39","0","17","164","88","109","82","0","17","316","98","15","24","14","24","134","74","60","61","40","47","9","15","24","29","20","28","107","72","46","45","14","17","9","15","38","42","0","17","0","17","0","17","0","17","75","72","75","72","0","17","0","17","0","17","0","17","0","17","0","17","0","17","115","71","100","63","15","26","0","17","0","17","0","17","0","17","0","17","0","17"
"1400000US36005015700","Census Tract 157, Bronx County, New York","1348","101","189","103","0","12","0","12","0","12","6","11","7","11","21","35","114","86","41","40","329","137","0","12","0","12","15","25","67","77","0","12","13","21","226","119","8","13","214","94","14","22","38","46","0","12","31","40","29","30","11","21","64","57","27","30","254","108","0","12","14","18","70","71","89","85","51","68","12","23","14","24","4","7","164","98","10","17","53","54","24","29","48","65","13","21","0","12","16","28","0","12","110","80","87","67","23","34","0","12","0","12","0","12","0","12","0","12","0","12","88","79","88","79","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36005000100","Census Tract 1, Bronx County, New York","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"1400000US36005006700","Census Tract 67, Bronx County, New York","2212","149","491","181","0","17","0","17","31","50","29","34","34","58","0","17","350","167","47","57","554","163","0","17","0","17","64","72","43","42","79","79","49","56","277","148","42","64","406","170","46","56","0","17","84","72","61","47","0","17","79","75","136","103","0","17","239","123","59","62","0","17","32","45","16","26","33","51","57","60","42","67","0","17","134","109","0","17","13","21","0","17","102","101","0","17","19","33","0","17","0","17","159","121","118","106","41","62","0","17","0","17","0","17","0","17","0","17","0","17","229","143","156","129","0","17","0","17","0","17","0","17","0","17","0","17","73","75"
"1400000US36005040702","Census Tract 407.02, Bronx County, New York","2498","135","328","149","0","17","0","17","0","17","23","39","0","17","24","38","185","117","96","99","246","122","43","48","0","17","0","17","98","101","14","23","18","29","73","51","0","17","700","199","0","17","17","27","0","17","91","97","53","51","133","104","406","140","0","17","318","159","0","17","68","89","0","17","121","95","95","77","18","29","16","28","0","17","555","201","69","73","85","94","303","150","79","72","19","29","0","17","0","17","0","17","255","153","62","75","163","121","30","36","0","17","0","17","0","17","0","17","0","17","96","90","31","39","12","20","53","72","0","17","0","17","0","17","0","17","0","17"
"1400000US36005038000","Census Tract 380, Bronx County, New York","1299","147","277","86","0","17","0","17","0","17","0","17","22","35","0","17","237","95","18","29","319","120","0","17","0","17","0","17","20","33","0","17","8","13","291","115","0","17","184","112","10","16","0","17","0","17","0","17","0","17","22","35","152","102","0","17","167","80","0","17","44","38","29","34","11","25","32","39","40","41","11","18","0","17","165","101","31","49","68","72","10","15","0","17","19","31","10","17","27","36","0","17","104","65","80","58","24","40","0","17","0","17","0","17","0","17","0","17","0","17","83","56","83","56","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"1400000US36005002500","Census Tract 25, Bronx County, New York","1856","103","421","118","0","17","0","17","18","27","28","34","28","33","35","35","269","104","43","42","459","116","20","32","38","44","64","47","20","22","91","75","37","33","176","76","13","21","304","100","27","25","0","17","10","16","86","71","37","34","76","58","49","36","19","30","247","93","84","60","20","22","37","42","64","54","30","36","0","17","0","17","12","18","182","71","39","33","51","50","24","26","24","25","0","17","22","28","22","35","0","17","96","69","39","40","14","24","35","54","0","17","0","17","8","13","0","17","0","17","147","84","92","64","23","37","0","17","0","17","0","17","0","17","0","17","32","45"
